x_m,y_m,lat,lon,clutter_class
-2500.0,10500.0,41.7387167,41.5852737,open
-2500.0,11000.0,41.7432133,41.5852737,open
-2500.0,11500.0,41.7477099,41.5852737,open
-2500.0,12000.0,41.7522065,41.5852737,open
-2500.0,12500.0,41.7567031,41.5852737,open
-2500.0,13000.0,41.7611997,41.5852737,open
-2500.0,13500.0,41.7656963,41.5852737,open
-2500.0,14000.0,41.7701929,41.5852737,open
-2500.0,14500.0,41.7746895,41.5852737,open
-2500.0,15000.0,41.7791861,41.5852737,open
-2500.0,15500.0,41.7836827,41.5852737,open
-2500.0,16000.0,41.7881794,41.5852737,open
-2500.0,16500.0,41.792676,41.5852737,open
-2500.0,17000.0,41.7971726,41.5852737,open
-2500.0,17500.0,41.8016692,41.5852737,open
-2500.0,18000.0,41.8061658,41.5852737,open
-2500.0,18500.0,41.8106624,41.5852737,open
-2500.0,19000.0,41.815159,41.5852737,open
-2500.0,19500.0,41.8196556,41.5852737,open
-2000.0,-16000.0,41.5003964,41.591291,open
-2000.0,-15500.0,41.5048931,41.591291,open
-2000.0,-15000.0,41.5093897,41.591291,open
-2000.0,-14500.0,41.5138863,41.591291,open
-2000.0,-14000.0,41.5183829,41.591291,open
-2000.0,-13500.0,41.5228795,41.591291,open
-2000.0,-13000.0,41.5273761,41.591291,open
-2000.0,-12500.0,41.5318727,41.591291,open
-2000.0,-12000.0,41.5363693,41.591291,open
-2000.0,-11500.0,41.5408659,41.591291,open
-2000.0,-11000.0,41.5453625,41.591291,open
-2000.0,-10500.0,41.5498591,41.591291,open
-2000.0,-10000.0,41.5543557,41.591291,urban
-2000.0,-9500.0,41.5588523,41.591291,urban
-2000.0,-9000.0,41.563349,41.591291,urban
-2000.0,-8500.0,41.5678456,41.591291,urban
-2000.0,-8000.0,41.5723422,41.591291,urban
-2000.0,-7500.0,41.5768388,41.591291,urban
-2000.0,-7000.0,41.5813354,41.591291,urban
-2000.0,-6500.0,41.585832,41.591291,urban
-2000.0,-6000.0,41.5903286,41.591291,urban
-2000.0,-5500.0,41.5948252,41.591291,open
-2000.0,-5000.0,41.5993218,41.591291,open
-2000.0,-4500.0,41.6038184,41.591291,urban
-2000.0,-4000.0,41.608315,41.591291,open
-2000.0,-3500.0,41.6128116,41.591291,urban
-2000.0,-3000.0,41.6173083,41.591291,urban
-2000.0,-2500.0,41.6218049,41.591291,urban
-2000.0,-2000.0,41.6263015,41.591291,open
-2000.0,-1500.0,41.6307981,41.591291,open
-2000.0,-1000.0,41.6352947,41.591291,open
-2000.0,-500.0,41.6397913,41.591291,open
-2000.0,0.0,41.6442879,41.591291,open
-2000.0,500.0,41.6487845,41.591291,open
-2000.0,1000.0,41.6532811,41.591291,open
-2000.0,1500.0,41.6577777,41.591291,open
-2000.0,2000.0,41.6622743,41.591291,open
-2000.0,2500.0,41.6667709,41.591291,open
-2000.0,3000.0,41.6712675,41.591291,open
-2000.0,3500.0,41.6757642,41.591291,open
-2000.0,4000.0,41.6802608,41.591291,open
-2000.0,4500.0,41.6847574,41.591291,open
-2000.0,5000.0,41.689254,41.591291,open
-2000.0,5500.0,41.6937506,41.591291,open
-2000.0,6000.0,41.6982472,41.591291,open
-2000.0,6500.0,41.7027438,41.591291,open
-2000.0,7000.0,41.7072404,41.591291,open
-2000.0,7500.0,41.711737,41.591291,open
-2000.0,8000.0,41.7162336,41.591291,open
-2000.0,8500.0,41.7207302,41.591291,open
-2000.0,9000.0,41.7252268,41.591291,open
-2000.0,9500.0,41.7297235,41.591291,open
-2000.0,10000.0,41.7342201,41.591291,open
-2000.0,10500.0,41.7387167,41.591291,open
-2000.0,11000.0,41.7432133,41.591291,open
-2000.0,11500.0,41.7477099,41.591291,open
-2000.0,12000.0,41.7522065,41.591291,open
-2000.0,12500.0,41.7567031,41.591291,open
-2000.0,13000.0,41.7611997,41.591291,open
-2000.0,13500.0,41.7656963,41.591291,open
-2000.0,14000.0,41.7701929,41.591291,open
-2000.0,14500.0,41.7746895,41.591291,open
-2000.0,15000.0,41.7791861,41.591291,open
-2000.0,15500.0,41.7836827,41.591291,open
-2000.0,16000.0,41.7881794,41.591291,open
-2000.0,16500.0,41.792676,41.591291,open
-2000.0,17000.0,41.7971726,41.591291,open
-2000.0,17500.0,41.8016692,41.591291,open
-2000.0,18000.0,41.8061658,41.591291,open
-2000.0,18500.0,41.8106624,41.591291,open
-2000.0,19000.0,41.815159,41.591291,open
-2000.0,19500.0,41.8196556,41.591291,open
-1500.0,-16000.0,41.5003964,41.5973082,open
-1500.0,-15500.0,41.5048931,41.5973082,open
-1500.0,-15000.0,41.5093897,41.5973082,open
-1500.0,-14500.0,41.5138863,41.5973082,open
-1500.0,-14000.0,41.5183829,41.5973082,open
-1500.0,-13500.0,41.5228795,41.5973082,open
-1500.0,-13000.0,41.5273761,41.5973082,open
-1500.0,-12500.0,41.5318727,41.5973082,open
-1500.0,-12000.0,41.5363693,41.5973082,open
-1500.0,-11500.0,41.5408659,41.5973082,open
-1500.0,-11000.0,41.5453625,41.5973082,open
-1500.0,-10500.0,41.5498591,41.5973082,open
-1500.0,-10000.0,41.5543557,41.5973082,open
-1500.0,-9500.0,41.5588523,41.5973082,open
-1500.0,-9000.0,41.563349,41.5973082,urban
-1500.0,-8500.0,41.5678456,41.5973082,urban
-1500.0,-8000.0,41.5723422,41.5973082,urban
-1500.0,-7500.0,41.5768388,41.5973082,urban
-1500.0,-7000.0,41.5813354,41.5973082,urban
-1500.0,-6500.0,41.585832,41.5973082,urban
-1500.0,-6000.0,41.5903286,41.5973082,urban
-1500.0,-5500.0,41.5948252,41.5973082,urban
-1500.0,-5000.0,41.5993218,41.5973082,urban
-1500.0,-4500.0,41.6038184,41.5973082,open
-1500.0,-4000.0,41.608315,41.5973082,urban
-1500.0,-3500.0,41.6128116,41.5973082,urban
-1500.0,-3000.0,41.6173083,41.5973082,urban
-1500.0,-2500.0,41.6218049,41.5973082,urban
-1500.0,-2000.0,41.6263015,41.5973082,urban
-1500.0,-1500.0,41.6307981,41.5973082,urban
-1500.0,-1000.0,41.6352947,41.5973082,open
-1500.0,-500.0,41.6397913,41.5973082,open
-1500.0,0.0,41.6442879,41.5973082,open
-1500.0,500.0,41.6487845,41.5973082,open
-1500.0,1000.0,41.6532811,41.5973082,open
-1500.0,1500.0,41.6577777,41.5973082,open
-1500.0,2000.0,41.6622743,41.5973082,open
-1500.0,2500.0,41.6667709,41.5973082,open
-1500.0,3000.0,41.6712675,41.5973082,open
-1500.0,3500.0,41.6757642,41.5973082,open
-1500.0,4000.0,41.6802608,41.5973082,open
-1500.0,4500.0,41.6847574,41.5973082,open
-1500.0,5000.0,41.689254,41.5973082,open
-1500.0,5500.0,41.6937506,41.5973082,open
-1500.0,6000.0,41.6982472,41.5973082,open
-1500.0,6500.0,41.7027438,41.5973082,open
-1500.0,7000.0,41.7072404,41.5973082,open
-1500.0,7500.0,41.711737,41.5973082,open
-1500.0,8000.0,41.7162336,41.5973082,open
-1500.0,8500.0,41.7207302,41.5973082,open
-1500.0,9000.0,41.7252268,41.5973082,open
-1500.0,9500.0,41.7297235,41.5973082,open
-1500.0,10000.0,41.7342201,41.5973082,open
-1500.0,10500.0,41.7387167,41.5973082,open
-1500.0,11000.0,41.7432133,41.5973082,open
-1500.0,11500.0,41.7477099,41.5973082,open
-1500.0,12000.0,41.7522065,41.5973082,open
-1500.0,12500.0,41.7567031,41.5973082,open
-1500.0,13000.0,41.7611997,41.5973082,open
-1500.0,13500.0,41.7656963,41.5973082,open
-1500.0,14000.0,41.7701929,41.5973082,open
-1500.0,14500.0,41.7746895,41.5973082,open
-1500.0,15000.0,41.7791861,41.5973082,open
-1500.0,15500.0,41.7836827,41.5973082,open
-1500.0,16000.0,41.7881794,41.5973082,open
-1500.0,16500.0,41.792676,41.5973082,open
-1500.0,17000.0,41.7971726,41.5973082,open
-1500.0,17500.0,41.8016692,41.5973082,open
-1500.0,18000.0,41.8061658,41.5973082,open
-1500.0,18500.0,41.8106624,41.5973082,open
-1500.0,19000.0,41.815159,41.5973082,open
-1500.0,19500.0,41.8196556,41.5973082,open
-1000.0,-16000.0,41.5003964,41.6033255,open
-1000.0,-15500.0,41.5048931,41.6033255,open
-1000.0,-15000.0,41.5093897,41.6033255,open
-1000.0,-14500.0,41.5138863,41.6033255,open
-1000.0,-14000.0,41.5183829,41.6033255,open
-1000.0,-13500.0,41.5228795,41.6033255,open
-1000.0,-13000.0,41.5273761,41.6033255,open
-1000.0,-12500.0,41.5318727,41.6033255,open
-1000.0,-12000.0,41.5363693,41.6033255,open
-1000.0,-11500.0,41.5408659,41.6033255,open
-1000.0,-11000.0,41.5453625,41.6033255,open
-1000.0,-10500.0,41.5498591,41.6033255,open
-1000.0,-10000.0,41.5543557,41.6033255,open
-1000.0,-9500.0,41.5588523,41.6033255,urban
-1000.0,-9000.0,41.563349,41.6033255,urban
-1000.0,-8500.0,41.5678456,41.6033255,urban
-1000.0,-8000.0,41.5723422,41.6033255,urban
-1000.0,-7500.0,41.5768388,41.6033255,urban
-1000.0,-7000.0,41.5813354,41.6033255,urban
-1000.0,-6500.0,41.585832,41.6033255,urban
-1000.0,-6000.0,41.5903286,41.6033255,urban
-1000.0,-5500.0,41.5948252,41.6033255,urban
-1000.0,-5000.0,41.5993218,41.6033255,urban
-1000.0,-4500.0,41.6038184,41.6033255,open
-1000.0,-4000.0,41.608315,41.6033255,urban
-1000.0,-3500.0,41.6128116,41.6033255,urban
-1000.0,-3000.0,41.6173083,41.6033255,urban
-1000.0,-2500.0,41.6218049,41.6033255,urban
-1000.0,-2000.0,41.6263015,41.6033255,urban
-1000.0,-1500.0,41.6307981,41.6033255,urban
-1000.0,-1000.0,41.6352947,41.6033255,urban
-1000.0,-500.0,41.6397913,41.6033255,open
-1000.0,0.0,41.6442879,41.6033255,open
-1000.0,500.0,41.6487845,41.6033255,open
-1000.0,1000.0,41.6532811,41.6033255,open
-1000.0,1500.0,41.6577777,41.6033255,open
-1000.0,2000.0,41.6622743,41.6033255,open
-1000.0,2500.0,41.6667709,41.6033255,open
-1000.0,3000.0,41.6712675,41.6033255,open
-1000.0,3500.0,41.6757642,41.6033255,open
-1000.0,4000.0,41.6802608,41.6033255,open
-1000.0,4500.0,41.6847574,41.6033255,open
-1000.0,5000.0,41.689254,41.6033255,open
-1000.0,5500.0,41.6937506,41.6033255,open
-1000.0,6000.0,41.6982472,41.6033255,open
-1000.0,6500.0,41.7027438,41.6033255,open
-1000.0,7000.0,41.7072404,41.6033255,open
-1000.0,7500.0,41.711737,41.6033255,open
-1000.0,8000.0,41.7162336,41.6033255,open
-1000.0,8500.0,41.7207302,41.6033255,open
-1000.0,9000.0,41.7252268,41.6033255,open
-1000.0,9500.0,41.7297235,41.6033255,open
-1000.0,10000.0,41.7342201,41.6033255,open
-1000.0,10500.0,41.7387167,41.6033255,open
-1000.0,11000.0,41.7432133,41.6033255,open
-1000.0,11500.0,41.7477099,41.6033255,open
-1000.0,12000.0,41.7522065,41.6033255,open
-1000.0,12500.0,41.7567031,41.6033255,open
-1000.0,13000.0,41.7611997,41.6033255,open
-1000.0,13500.0,41.7656963,41.6033255,open
-1000.0,14000.0,41.7701929,41.6033255,open
-1000.0,14500.0,41.7746895,41.6033255,open
-1000.0,15000.0,41.7791861,41.6033255,open
-1000.0,15500.0,41.7836827,41.6033255,open
-1000.0,16000.0,41.7881794,41.6033255,open
-1000.0,16500.0,41.792676,41.6033255,open
-1000.0,17000.0,41.7971726,41.6033255,open
-1000.0,17500.0,41.8016692,41.6033255,open
-1000.0,18000.0,41.8061658,41.6033255,open
-1000.0,18500.0,41.8106624,41.6033255,open
-1000.0,19000.0,41.815159,41.6033255,open
-1000.0,19500.0,41.8196556,41.6033255,open
-500.0,-16000.0,41.5003964,41.6093427,open
-500.0,-15500.0,41.5048931,41.6093427,open
-500.0,-15000.0,41.5093897,41.6093427,open
-500.0,-14500.0,41.5138863,41.6093427,open
-500.0,-14000.0,41.5183829,41.6093427,open
-500.0,-13500.0,41.5228795,41.6093427,open
-500.0,-13000.0,41.5273761,41.6093427,open
-500.0,-12500.0,41.5318727,41.6093427,open
-500.0,-12000.0,41.5363693,41.6093427,open
-500.0,-11500.0,41.5408659,41.6093427,open
-500.0,-11000.0,41.5453625,41.6093427,open
-500.0,-10500.0,41.5498591,41.6093427,open
-500.0,-10000.0,41.5543557,41.6093427,urban
-500.0,-9500.0,41.5588523,41.6093427,urban
-500.0,-9000.0,41.563349,41.6093427,urban
-500.0,-8500.0,41.5678456,41.6093427,urban
-500.0,-8000.0,41.5723422,41.6093427,urban
-500.0,-7500.0,41.5768388,41.6093427,urban
-500.0,-7000.0,41.5813354,41.6093427,urban
-500.0,-6500.0,41.585832,41.6093427,urban
-500.0,-6000.0,41.5903286,41.6093427,open
-500.0,-5500.0,41.5948252,41.6093427,urban
-500.0,-5000.0,41.5993218,41.6093427,urban
-500.0,-4500.0,41.6038184,41.6093427,urban
-500.0,-4000.0,41.608315,41.6093427,urban
-500.0,-3500.0,41.6128116,41.6093427,urban
-500.0,-3000.0,41.6173083,41.6093427,urban
-500.0,-2500.0,41.6218049,41.6093427,urban
-500.0,-2000.0,41.6263015,41.6093427,urban
-500.0,-1500.0,41.6307981,41.6093427,urban
-500.0,-1000.0,41.6352947,41.6093427,urban
-500.0,-500.0,41.6397913,41.6093427,urban
-500.0,0.0,41.6442879,41.6093427,open
-500.0,500.0,41.6487845,41.6093427,open
-500.0,1000.0,41.6532811,41.6093427,open
-500.0,1500.0,41.6577777,41.6093427,open
-500.0,2000.0,41.6622743,41.6093427,open
-500.0,2500.0,41.6667709,41.6093427,open
-500.0,3000.0,41.6712675,41.6093427,open
-500.0,3500.0,41.6757642,41.6093427,open
-500.0,4000.0,41.6802608,41.6093427,open
-500.0,4500.0,41.6847574,41.6093427,open
-500.0,5000.0,41.689254,41.6093427,open
-500.0,5500.0,41.6937506,41.6093427,open
-500.0,6000.0,41.6982472,41.6093427,open
-500.0,6500.0,41.7027438,41.6093427,open
-500.0,7000.0,41.7072404,41.6093427,open
-500.0,7500.0,41.711737,41.6093427,open
-500.0,8000.0,41.7162336,41.6093427,open
-500.0,8500.0,41.7207302,41.6093427,open
-500.0,9000.0,41.7252268,41.6093427,open
-500.0,9500.0,41.7297235,41.6093427,open
-500.0,10000.0,41.7342201,41.6093427,open
-500.0,10500.0,41.7387167,41.6093427,open
-500.0,11000.0,41.7432133,41.6093427,open
-500.0,11500.0,41.7477099,41.6093427,open
-500.0,12000.0,41.7522065,41.6093427,open
-500.0,12500.0,41.7567031,41.6093427,open
-500.0,13000.0,41.7611997,41.6093427,open
-500.0,13500.0,41.7656963,41.6093427,open
-500.0,14000.0,41.7701929,41.6093427,open
-500.0,14500.0,41.7746895,41.6093427,open
-500.0,15000.0,41.7791861,41.6093427,open
-500.0,15500.0,41.7836827,41.6093427,open
-500.0,16000.0,41.7881794,41.6093427,open
-500.0,16500.0,41.792676,41.6093427,open
-500.0,17000.0,41.7971726,41.6093427,open
-500.0,17500.0,41.8016692,41.6093427,open
-500.0,18000.0,41.8061658,41.6093427,open
-500.0,18500.0,41.8106624,41.6093427,open
-500.0,19000.0,41.815159,41.6093427,open
-500.0,19500.0,41.8196556,41.6093427,open
0.0,-16000.0,41.5003964,41.61536,open
0.0,-15500.0,41.5048931,41.61536,open
0.0,-15000.0,41.5093897,41.61536,open
0.0,-14500.0,41.5138863,41.61536,open
0.0,-14000.0,41.5183829,41.61536,open
0.0,-13500.0,41.5228795,41.61536,open
0.0,-13000.0,41.5273761,41.61536,open
0.0,-12500.0,41.5318727,41.61536,open
0.0,-12000.0,41.5363693,41.61536,open
0.0,-11500.0,41.5408659,41.61536,open
0.0,-11000.0,41.5453625,41.61536,open
0.0,-10500.0,41.5498591,41.61536,open
0.0,-10000.0,41.5543557,41.61536,open
0.0,-9500.0,41.5588523,41.61536,urban
0.0,-9000.0,41.563349,41.61536,urban
0.0,-8500.0,41.5678456,41.61536,urban
0.0,-8000.0,41.5723422,41.61536,urban
0.0,-7500.0,41.5768388,41.61536,urban
0.0,-7000.0,41.5813354,41.61536,urban
0.0,-6500.0,41.585832,41.61536,open
0.0,-6000.0,41.5903286,41.61536,urban
0.0,-5500.0,41.5948252,41.61536,urban
0.0,-5000.0,41.5993218,41.61536,urban
0.0,-4500.0,41.6038184,41.61536,urban
0.0,-4000.0,41.608315,41.61536,urban
0.0,-3500.0,41.6128116,41.61536,urban
0.0,-3000.0,41.6173083,41.61536,urban
0.0,-2500.0,41.6218049,41.61536,urban
0.0,-2000.0,41.6263015,41.61536,urban
0.0,-1500.0,41.6307981,41.61536,urban
0.0,-1000.0,41.6352947,41.61536,urban
0.0,-500.0,41.6397913,41.61536,urban
0.0,0.0,41.6442879,41.61536,urban
0.0,500.0,41.6487845,41.61536,urban
0.0,1000.0,41.6532811,41.61536,open
0.0,1500.0,41.6577777,41.61536,open
0.0,2000.0,41.6622743,41.61536,open
0.0,2500.0,41.6667709,41.61536,open
0.0,3000.0,41.6712675,41.61536,open
0.0,3500.0,41.6757642,41.61536,open
0.0,4000.0,41.6802608,41.61536,open
0.0,4500.0,41.6847574,41.61536,open
0.0,5000.0,41.689254,41.61536,open
0.0,5500.0,41.6937506,41.61536,open
0.0,6000.0,41.6982472,41.61536,open
0.0,6500.0,41.7027438,41.61536,open
0.0,7000.0,41.7072404,41.61536,open
0.0,7500.0,41.711737,41.61536,open
0.0,8000.0,41.7162336,41.61536,open
0.0,8500.0,41.7207302,41.61536,open
0.0,9000.0,41.7252268,41.61536,open
0.0,9500.0,41.7297235,41.61536,open
0.0,10000.0,41.7342201,41.61536,open
0.0,10500.0,41.7387167,41.61536,open
0.0,11000.0,41.7432133,41.61536,open
0.0,11500.0,41.7477099,41.61536,open
0.0,12000.0,41.7522065,41.61536,open
0.0,12500.0,41.7567031,41.61536,open
0.0,13000.0,41.7611997,41.61536,open
0.0,13500.0,41.7656963,41.61536,open
0.0,14000.0,41.7701929,41.61536,open
0.0,14500.0,41.7746895,41.61536,open
0.0,15000.0,41.7791861,41.61536,open
0.0,15500.0,41.7836827,41.61536,open
0.0,16000.0,41.7881794,41.61536,open
0.0,16500.0,41.792676,41.61536,open
0.0,17000.0,41.7971726,41.61536,open
0.0,17500.0,41.8016692,41.61536,open
0.0,18000.0,41.8061658,41.61536,open
0.0,18500.0,41.8106624,41.61536,open
0.0,19000.0,41.815159,41.61536,open
0.0,19500.0,41.8196556,41.61536,open
500.0,-16000.0,41.5003964,41.6213773,open
500.0,-15500.0,41.5048931,41.6213773,open
500.0,-15000.0,41.5093897,41.6213773,open
500.0,-14500.0,41.5138863,41.6213773,open
500.0,-14000.0,41.5183829,41.6213773,open
500.0,-13500.0,41.5228795,41.6213773,open
500.0,-13000.0,41.5273761,41.6213773,open
500.0,-12500.0,41.5318727,41.6213773,open
500.0,-12000.0,41.5363693,41.6213773,open
500.0,-11500.0,41.5408659,41.6213773,open
500.0,-11000.0,41.5453625,41.6213773,open
500.0,-10500.0,41.5498591,41.6213773,open
500.0,-10000.0,41.5543557,41.6213773,open
500.0,-9500.0,41.5588523,41.6213773,urban
500.0,-9000.0,41.563349,41.6213773,urban
500.0,-8500.0,41.5678456,41.6213773,urban
500.0,-8000.0,41.5723422,41.6213773,urban
500.0,-7500.0,41.5768388,41.6213773,urban
500.0,-7000.0,41.5813354,41.6213773,urban
500.0,-6500.0,41.585832,41.6213773,open
500.0,-6000.0,41.5903286,41.6213773,urban
500.0,-5500.0,41.5948252,41.6213773,urban
500.0,-5000.0,41.5993218,41.6213773,urban
500.0,-4500.0,41.6038184,41.6213773,urban
500.0,-4000.0,41.608315,41.6213773,urban
500.0,-3500.0,41.6128116,41.6213773,urban
500.0,-3000.0,41.6173083,41.6213773,urban
500.0,-2500.0,41.6218049,41.6213773,urban
500.0,-2000.0,41.6263015,41.6213773,urban
500.0,-1500.0,41.6307981,41.6213773,urban
500.0,-1000.0,41.6352947,41.6213773,urban
500.0,-500.0,41.6397913,41.6213773,urban
500.0,0.0,41.6442879,41.6213773,urban
500.0,500.0,41.6487845,41.6213773,urban
500.0,1000.0,41.6532811,41.6213773,open
500.0,1500.0,41.6577777,41.6213773,open
500.0,2000.0,41.6622743,41.6213773,open
500.0,2500.0,41.6667709,41.6213773,open
500.0,3000.0,41.6712675,41.6213773,open
500.0,3500.0,41.6757642,41.6213773,open
500.0,4000.0,41.6802608,41.6213773,open
500.0,4500.0,41.6847574,41.6213773,open
500.0,5000.0,41.689254,41.6213773,open
500.0,5500.0,41.6937506,41.6213773,open
500.0,6000.0,41.6982472,41.6213773,open
500.0,6500.0,41.7027438,41.6213773,open
500.0,7000.0,41.7072404,41.6213773,open
500.0,7500.0,41.711737,41.6213773,open
500.0,8000.0,41.7162336,41.6213773,open
500.0,8500.0,41.7207302,41.6213773,open
500.0,9000.0,41.7252268,41.6213773,open
500.0,9500.0,41.7297235,41.6213773,open
500.0,10000.0,41.7342201,41.6213773,open
500.0,10500.0,41.7387167,41.6213773,open
500.0,11000.0,41.7432133,41.6213773,open
500.0,11500.0,41.7477099,41.6213773,open
500.0,12000.0,41.7522065,41.6213773,open
500.0,12500.0,41.7567031,41.6213773,open
500.0,13000.0,41.7611997,41.6213773,open
500.0,13500.0,41.7656963,41.6213773,open
500.0,14000.0,41.7701929,41.6213773,open
500.0,14500.0,41.7746895,41.6213773,open
500.0,15000.0,41.7791861,41.6213773,open
500.0,15500.0,41.7836827,41.6213773,open
500.0,16000.0,41.7881794,41.6213773,open
500.0,16500.0,41.792676,41.6213773,open
500.0,17000.0,41.7971726,41.6213773,open
500.0,17500.0,41.8016692,41.6213773,open
500.0,18000.0,41.8061658,41.6213773,open
500.0,18500.0,41.8106624,41.6213773,open
500.0,19000.0,41.815159,41.6213773,open
500.0,19500.0,41.8196556,41.6213773,open
1000.0,-16000.0,41.5003964,41.6273945,open
1000.0,-15500.0,41.5048931,41.6273945,open
1000.0,-15000.0,41.5093897,41.6273945,open
1000.0,-14500.0,41.5138863,41.6273945,open
1000.0,-14000.0,41.5183829,41.6273945,open
1000.0,-13500.0,41.5228795,41.6273945,open
1000.0,-13000.0,41.5273761,41.6273945,open
1000.0,-12500.0,41.5318727,41.6273945,open
1000.0,-12000.0,41.5363693,41.6273945,open
1000.0,-11500.0,41.5408659,41.6273945,open
1000.0,-11000.0,41.5453625,41.6273945,open
1000.0,-10500.0,41.5498591,41.6273945,urban
1000.0,-10000.0,41.5543557,41.6273945,open
1000.0,-9500.0,41.5588523,41.6273945,urban
1000.0,-9000.0,41.563349,41.6273945,urban
1000.0,-8500.0,41.5678456,41.6273945,urban
1000.0,-8000.0,41.5723422,41.6273945,urban
1000.0,-7500.0,41.5768388,41.6273945,urban
1000.0,-7000.0,41.5813354,41.6273945,urban
1000.0,-6500.0,41.585832,41.6273945,open
1000.0,-6000.0,41.5903286,41.6273945,urban
1000.0,-5500.0,41.5948252,41.6273945,urban
1000.0,-5000.0,41.5993218,41.6273945,urban
1000.0,-4500.0,41.6038184,41.6273945,urban
1000.0,-4000.0,41.608315,41.6273945,urban
1000.0,-3500.0,41.6128116,41.6273945,urban
1000.0,-3000.0,41.6173083,41.6273945,urban
1000.0,-2500.0,41.6218049,41.6273945,urban
1000.0,-2000.0,41.6263015,41.6273945,urban
1000.0,-1500.0,41.6307981,41.6273945,urban
1000.0,-1000.0,41.6352947,41.6273945,urban
1000.0,-500.0,41.6397913,41.6273945,urban
1000.0,0.0,41.6442879,41.6273945,urban
1000.0,500.0,41.6487845,41.6273945,urban
1000.0,1000.0,41.6532811,41.6273945,urban
1000.0,1500.0,41.6577777,41.6273945,open
1000.0,2000.0,41.6622743,41.6273945,open
1000.0,2500.0,41.6667709,41.6273945,open
1000.0,3000.0,41.6712675,41.6273945,open
1000.0,3500.0,41.6757642,41.6273945,open
1000.0,4000.0,41.6802608,41.6273945,open
1000.0,4500.0,41.6847574,41.6273945,open
1000.0,5000.0,41.689254,41.6273945,open
1000.0,5500.0,41.6937506,41.6273945,open
1000.0,6000.0,41.6982472,41.6273945,open
1000.0,6500.0,41.7027438,41.6273945,open
1000.0,7000.0,41.7072404,41.6273945,open
1000.0,7500.0,41.711737,41.6273945,open
1000.0,8000.0,41.7162336,41.6273945,open
1000.0,8500.0,41.7207302,41.6273945,open
1000.0,9000.0,41.7252268,41.6273945,open
1000.0,9500.0,41.7297235,41.6273945,open
1000.0,10000.0,41.7342201,41.6273945,open
1000.0,10500.0,41.7387167,41.6273945,open
1000.0,11000.0,41.7432133,41.6273945,open
1000.0,11500.0,41.7477099,41.6273945,open
1000.0,12000.0,41.7522065,41.6273945,open
1000.0,12500.0,41.7567031,41.6273945,open
1000.0,13000.0,41.7611997,41.6273945,open
1000.0,13500.0,41.7656963,41.6273945,open
1000.0,14000.0,41.7701929,41.6273945,open
1000.0,14500.0,41.7746895,41.6273945,open
1000.0,15000.0,41.7791861,41.6273945,open
1000.0,15500.0,41.7836827,41.6273945,open
1000.0,16000.0,41.7881794,41.6273945,open
1000.0,16500.0,41.792676,41.6273945,open
1000.0,17000.0,41.7971726,41.6273945,open
1000.0,17500.0,41.8016692,41.6273945,open
1000.0,18000.0,41.8061658,41.6273945,open
1000.0,18500.0,41.8106624,41.6273945,open
1000.0,19000.0,41.815159,41.6273945,open
1000.0,19500.0,41.8196556,41.6273945,open
1500.0,-16000.0,41.5003964,41.6334118,open
1500.0,-15500.0,41.5048931,41.6334118,open
1500.0,-15000.0,41.5093897,41.6334118,open
1500.0,-14500.0,41.5138863,41.6334118,open
1500.0,-14000.0,41.5183829,41.6334118,open
1500.0,-13500.0,41.5228795,41.6334118,open
1500.0,-13000.0,41.5273761,41.6334118,open
1500.0,-12500.0,41.5318727,41.6334118,open
1500.0,-12000.0,41.5363693,41.6334118,urban
1500.0,-11500.0,41.5408659,41.6334118,urban
1500.0,-11000.0,41.5453625,41.6334118,open
1500.0,-10500.0,41.5498591,41.6334118,urban
1500.0,-10000.0,41.5543557,41.6334118,urban
1500.0,-9500.0,41.5588523,41.6334118,urban
1500.0,-9000.0,41.563349,41.6334118,urban
1500.0,-8500.0,41.5678456,41.6334118,urban
1500.0,-8000.0,41.5723422,41.6334118,urban
1500.0,-7500.0,41.5768388,41.6334118,urban
1500.0,-7000.0,41.5813354,41.6334118,urban
1500.0,-6500.0,41.585832,41.6334118,urban
1500.0,-6000.0,41.5903286,41.6334118,urban
1500.0,-5500.0,41.5948252,41.6334118,urban
1500.0,-5000.0,41.5993218,41.6334118,urban
1500.0,-4500.0,41.6038184,41.6334118,urban
1500.0,-4000.0,41.608315,41.6334118,urban
1500.0,-3500.0,41.6128116,41.6334118,urban
1500.0,-3000.0,41.6173083,41.6334118,urban
1500.0,-2500.0,41.6218049,41.6334118,urban
1500.0,-2000.0,41.6263015,41.6334118,urban
1500.0,-1500.0,41.6307981,41.6334118,urban
1500.0,-1000.0,41.6352947,41.6334118,urban
1500.0,-500.0,41.6397913,41.6334118,urban
1500.0,0.0,41.6442879,41.6334118,urban
1500.0,500.0,41.6487845,41.6334118,urban
1500.0,1000.0,41.6532811,41.6334118,urban
1500.0,1500.0,41.6577777,41.6334118,urban
1500.0,2000.0,41.6622743,41.6334118,open
1500.0,2500.0,41.6667709,41.6334118,open
1500.0,3000.0,41.6712675,41.6334118,open
1500.0,3500.0,41.6757642,41.6334118,open
1500.0,4000.0,41.6802608,41.6334118,open
1500.0,4500.0,41.6847574,41.6334118,open
1500.0,5000.0,41.689254,41.6334118,open
1500.0,5500.0,41.6937506,41.6334118,open
1500.0,6000.0,41.6982472,41.6334118,open
1500.0,6500.0,41.7027438,41.6334118,open
1500.0,7000.0,41.7072404,41.6334118,open
1500.0,7500.0,41.711737,41.6334118,open
